filename,image_path,split,mean_score,score_bin,automatic_status,confidence,failure_reason,corners_xy,overlay_path,crop_path,mask_path,manual_status,manual_notes
20251021_125752.jpg,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/RSFB-Phenotyping_training_set/RSFB-Phenotyping_training_set/20251021_125752.jpg,train,6.75,medium_3_8,detected,0.8079829325838874,,"[[1434.9000244140625, 915.9500122070312], [2803.7099609375, 872.7100219726562], [2753.89990234375, 2358.800048828125], [1311.0400390625, 2219.72998046875]]",outputs/frame_audit/overlays/20251021_125752_overlay.jpg,outputs/frame_audit/crops/20251021_125752_crop.jpg,outputs/frame_audit/masks/20251021_125752_mask.png,approved,Outer frame polygon and rectified inside-frame crop approved.
20251021_151613.jpg,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/RSFB-Phenotyping_training_set/RSFB-Phenotyping_training_set/20251021_151613.jpg,train,7.25,medium_3_8,detected,0.7982353724848174,,"[[1237.3699951171875, 997.3800048828125], [2585.1201171875, 999.8499755859375], [2614.31005859375, 2391.22998046875], [1161.5, 2388.89990234375]]",outputs/frame_audit/overlays/20251021_151613_overlay.jpg,outputs/frame_audit/crops/20251021_151613_crop.jpg,outputs/frame_audit/masks/20251021_151613_mask.png,approved,Outer frame polygon and rectified inside-frame crop approved.
20251021_160133.jpg,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/RSFB-Phenotyping_training_set/RSFB-Phenotyping_training_set/20251021_160133.jpg,val,4.0,medium_3_8,detected,0.8135315399735953,,"[[1377.5, 934.6900024414062], [2734.919921875, 924.6199951171875], [2735.60009765625, 2357.489990234375], [1295.5400390625, 2280.419921875]]",outputs/frame_audit/overlays/20251021_160133_overlay.jpg,outputs/frame_audit/crops/20251021_160133_crop.jpg,outputs/frame_audit/masks/20251021_160133_mask.png,approved,Outer frame polygon and rectified inside-frame crop approved.
20251021_131728.jpg,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/RSFB-Phenotyping_training_set/RSFB-Phenotyping_training_set/20251021_131728.jpg,val,4.5,medium_3_8,detected,0.8488397544384574,,"[[877.6699829101562, 1179.9000244140625], [2317.360107421875, 1226.5799560546875], [2211.0400390625, 2668.050048828125], [859.1799926757812, 2547.06005859375]]",outputs/frame_audit/overlays/20251021_131728_overlay.jpg,outputs/frame_audit/crops/20251021_131728_crop.jpg,outputs/frame_audit/masks/20251021_131728_mask.png,approved,Outer frame polygon and rectified inside-frame crop approved.
20251021_160221.jpg,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/RSFB-Phenotyping_training_set/RSFB-Phenotyping_training_set/20251021_160221.jpg,val,5.5,medium_3_8,detected,0.8190809158444755,,"[[1372.5699462890625, 939.97998046875], [2750.14990234375, 938.4199829101562], [2756.669921875, 2375.8798828125], [1315.9599609375, 2299.419921875]]",outputs/frame_audit/overlays/20251021_160221_overlay.jpg,outputs/frame_audit/crops/20251021_160221_crop.jpg,outputs/frame_audit/masks/20251021_160221_mask.png,approved,Outer frame polygon and rectified inside-frame crop approved.
20251021_122655.jpg,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/RSFB-Phenotyping_training_set/RSFB-Phenotyping_training_set/20251021_122655.jpg,val,7.5,medium_3_8,detected,0.8025856934692822,,"[[1414.68994140625, 938.510009765625], [2758.25, 958.27001953125], [2720.659912109375, 2377.3798828125], [1289.81005859375, 2274.719970703125]]",outputs/frame_audit/overlays/20251021_122655_overlay.jpg,outputs/frame_audit/crops/20251021_122655_crop.jpg,outputs/frame_audit/masks/20251021_122655_mask.png,approved,Outer frame polygon and rectified inside-frame crop approved.
20251021_130153.jpg,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/RSFB-Phenotyping_training_set/RSFB-Phenotyping_training_set/20251021_130153.jpg,train,9.5,high_8_15,detected,0.8184475184214864,,"[[1405.3399658203125, 908.3900146484375], [2769.0, 944.260009765625], [2719.52001953125, 2364.47998046875], [1289.4200439453125, 2248.22998046875]]",outputs/frame_audit/overlays/20251021_130153_overlay.jpg,outputs/frame_audit/crops/20251021_130153_crop.jpg,outputs/frame_audit/masks/20251021_130153_mask.png,approved,Outer frame polygon and rectified inside-frame crop approved.
20251021_154210.jpg,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/RSFB-Phenotyping_training_set/RSFB-Phenotyping_training_set/20251021_154210.jpg,train,11.5,high_8_15,detected,0.8024145457603907,,"[[1332.75, 981.5], [2690.239990234375, 982.3499755859375], [2691.5400390625, 2397.8798828125], [1249.0, 2344.31005859375]]",outputs/frame_audit/overlays/20251021_154210_overlay.jpg,outputs/frame_audit/crops/20251021_154210_crop.jpg,outputs/frame_audit/masks/20251021_154210_mask.png,approved,Outer frame polygon and rectified inside-frame crop approved.
20251021_155541.jpg,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/RSFB-Phenotyping_training_set/RSFB-Phenotyping_training_set/20251021_155541.jpg,train,11.5,high_8_15,detected,0.8128050746322396,,"[[1372.510009765625, 954.969970703125], [2730.830078125, 923.3300170898438], [2733.340087890625, 2360.0400390625], [1292.9200439453125, 2311.2900390625]]",outputs/frame_audit/overlays/20251021_155541_overlay.jpg,outputs/frame_audit/crops/20251021_155541_crop.jpg,outputs/frame_audit/masks/20251021_155541_mask.png,approved,Outer frame polygon and rectified inside-frame crop approved.
20251021_121525.jpg,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/RSFB-Phenotyping_training_set/RSFB-Phenotyping_training_set/20251021_121525.jpg,train,12.25,high_8_15,detected,0.8141310882908779,,"[[1390.469970703125, 910.8499755859375], [2741.3701171875, 992.3499755859375], [2689.159912109375, 2368.43994140625], [1254.5, 2249.81005859375]]",outputs/frame_audit/overlays/20251021_121525_overlay.jpg,outputs/frame_audit/crops/20251021_121525_crop.jpg,outputs/frame_audit/masks/20251021_121525_mask.png,approved,Outer frame polygon and rectified inside-frame crop approved.
20251021_121253.jpg,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/RSFB-Phenotyping_training_set/RSFB-Phenotyping_training_set/20251021_121253.jpg,val,8.5,high_8_15,detected,0.8023467165116468,,"[[1392.0899658203125, 938.9400024414062], [2744.02001953125, 986.8400268554688], [2688.1298828125, 2404.110107421875], [1258.0699462890625, 2276.14990234375]]",outputs/frame_audit/overlays/20251021_121253_overlay.jpg,outputs/frame_audit/crops/20251021_121253_crop.jpg,outputs/frame_audit/masks/20251021_121253_mask.png,approved,Outer frame polygon and rectified inside-frame crop approved.
20251021_130115.jpg,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/RSFB-Phenotyping_training_set/RSFB-Phenotyping_training_set/20251021_130115.jpg,val,8.5,high_8_15,detected,0.8131717727509528,,"[[1412.5699462890625, 932.8900146484375], [2791.830078125, 844.8699951171875], [2710.699951171875, 2351.949951171875], [1284.52001953125, 2232.590087890625]]",outputs/frame_audit/overlays/20251021_130115_overlay.jpg,outputs/frame_audit/crops/20251021_130115_crop.jpg,outputs/frame_audit/masks/20251021_130115_mask.png,approved,Outer frame polygon and rectified inside-frame crop approved.
20251021_155359.jpg,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/RSFB-Phenotyping_training_set/RSFB-Phenotyping_training_set/20251021_155359.jpg,val,9.0,high_8_15,detected,0.8108914657662263,,"[[1377.3299560546875, 947.0499877929688], [2736.1201171875, 945.3599853515625], [2753.010009765625, 2373.6201171875], [1297.43994140625, 2305.81005859375]]",outputs/frame_audit/overlays/20251021_155359_overlay.jpg,outputs/frame_audit/crops/20251021_155359_crop.jpg,outputs/frame_audit/masks/20251021_155359_mask.png,approved,Outer frame polygon and rectified inside-frame crop approved.
20251021_162246.jpg,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/RSFB-Phenotyping_training_set/RSFB-Phenotyping_training_set/20251021_162246.jpg,val,14.5,high_8_15,detected,0.8328781565215625,,"[[1452.77001953125, 896.5700073242188], [2865.68994140625, 908.25], [2811.10009765625, 2369.919921875], [1379.31005859375, 2257.199951171875]]",outputs/frame_audit/overlays/20251021_162246_overlay.jpg,outputs/frame_audit/crops/20251021_162246_crop.jpg,outputs/frame_audit/masks/20251021_162246_mask.png,approved,Outer frame polygon and rectified inside-frame crop approved.
20251021_161615.jpg,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/RSFB-Phenotyping_training_set/RSFB-Phenotyping_training_set/20251021_161615.jpg,train,19.75,very_high_15_plus,detected,0.814966287257756,,"[[1512.4200439453125, 868.4000244140625], [2879.39990234375, 904.75], [2845.489990234375, 2348.610107421875], [1390.1600341796875, 2219.1201171875]]",outputs/frame_audit/overlays/20251021_161615_overlay.jpg,outputs/frame_audit/crops/20251021_161615_crop.jpg,outputs/frame_audit/masks/20251021_161615_mask.png,approved,Outer frame polygon and rectified inside-frame crop approved.
20251021_125215.jpg,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/RSFB-Phenotyping_training_set/RSFB-Phenotyping_training_set/20251021_125215.jpg,train,27.5,very_high_15_plus,detected,0.8255512591618926,,"[[1403.719970703125, 896.5800170898438], [2766.6201171875, 928.77001953125], [2727.989990234375, 2349.239990234375], [1282.1199951171875, 2248.820068359375]]",outputs/frame_audit/overlays/20251021_125215_overlay.jpg,outputs/frame_audit/crops/20251021_125215_crop.jpg,outputs/frame_audit/masks/20251021_125215_mask.png,approved,Outer frame polygon and rectified inside-frame crop approved.
20251021_122445.jpg,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/RSFB-Phenotyping_training_set/RSFB-Phenotyping_training_set/20251021_122445.jpg,train,28.75,very_high_15_plus,detected,0.8082868797979836,,"[[1391.2099609375, 949.77001953125], [2768.5400390625, 932.2999877929688], [2695.320068359375, 2385.919921875], [1282.760009765625, 2269.590087890625]]",outputs/frame_audit/overlays/20251021_122445_overlay.jpg,outputs/frame_audit/crops/20251021_122445_crop.jpg,outputs/frame_audit/masks/20251021_122445_mask.png,approved,Outer frame polygon and rectified inside-frame crop approved.
20251021_123237.jpg,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/RSFB-Phenotyping_training_set/RSFB-Phenotyping_training_set/20251021_123237.jpg,val,15.25,very_high_15_plus,detected,0.8147761442978577,,"[[1385.5899658203125, 913.280029296875], [2751.0, 959.4299926757812], [2716.080078125, 2391.919921875], [1265.9200439453125, 2259.840087890625]]",outputs/frame_audit/overlays/20251021_123237_overlay.jpg,outputs/frame_audit/crops/20251021_123237_crop.jpg,outputs/frame_audit/masks/20251021_123237_mask.png,approved,Outer frame polygon and rectified inside-frame crop approved.
20251021_162630.jpg,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/RSFB-Phenotyping_training_set/RSFB-Phenotyping_training_set/20251021_162630.jpg,val,17.25,very_high_15_plus,detected,0.824860866256739,,"[[1420.22998046875, 930.9400024414062], [2817.75, 971.3499755859375], [2745.93994140625, 2404.2099609375], [1313.030029296875, 2298.52001953125]]",outputs/frame_audit/overlays/20251021_162630_overlay.jpg,outputs/frame_audit/crops/20251021_162630_crop.jpg,outputs/frame_audit/masks/20251021_162630_mask.png,approved,Outer frame polygon and rectified inside-frame crop approved.
20251021_124947.jpg,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/RSFB-Phenotyping_training_set/RSFB-Phenotyping_training_set/20251021_124947.jpg,val,20.75,very_high_15_plus,detected,0.81554594903018,,"[[1357.1500244140625, 929.1300048828125], [2722.949951171875, 969.6199951171875], [2675.590087890625, 2394.10009765625], [1241.22998046875, 2284.9599609375]]",outputs/frame_audit/overlays/20251021_124947_overlay.jpg,outputs/frame_audit/crops/20251021_124947_crop.jpg,outputs/frame_audit/masks/20251021_124947_mask.png,approved,Outer frame polygon and rectified inside-frame crop approved.
