Folder,filename,QR-Code,Plotnr,R4Snr,Genotyp,row,col,Score_JLU,Score_GAU,diff,source_csv,Score,mean_score,disagreement,is_high_quality,extracted_date,extracted_bbch,image_path,file_exists,plot_group
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_121149.jpg,36_R4S_433_SEM_6_1,36.0,433.0,SEM,6.0,1.0,14.0,18.0,4.0,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,16.0,4.0,True,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121149.jpg,True,36_R4S_433_SEM_6_1
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_121203.jpg,36_R4S_433_SEM_6_1,36.0,433.0,SEM,6.0,1.0,24.0,20.5,3.5,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,22.25,3.5,True,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121203.jpg,True,36_R4S_433_SEM_6_1
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_121218.jpg,37_R4S_521_Taisetsu_7_1,37.0,521.0,Taisetsu,7.0,1.0,17.0,13.5,3.5,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,15.25,3.5,True,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121218.jpg,True,37_R4S_521_Taisetsu_7_1
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_121225.jpg,37_R4S_521_Taisetsu_7_1,37.0,521.0,Taisetsu,7.0,1.0,16.0,20.5,4.5,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,18.25,4.5,True,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121225.jpg,True,37_R4S_521_Taisetsu_7_1
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_121233.jpg,37_R4S_521_Taisetsu_7_1,37.0,521.0,Taisetsu,7.0,1.0,19.0,35.5,16.5,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,27.25,16.5,False,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121233.jpg,True,37_R4S_521_Taisetsu_7_1
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_121246.jpg,48_R4S_406_S30_8_1,48.0,406.0,S30,8.0,1.0,7.0,13.5,6.5,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,10.25,6.5,False,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121246.jpg,True,48_R4S_406_S30_8_1
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_121253.jpg,48_R4S_406_S30_8_1,48.0,406.0,S30,8.0,1.0,8.0,9.0,1.0,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,8.5,1.0,True,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121253.jpg,True,48_R4S_406_S30_8_1
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_121301.jpg,48_R4S_406_S30_8_1,48.0,406.0,S30,8.0,1.0,1.0,8.0,7.0,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,4.5,7.0,False,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121301.jpg,True,48_R4S_406_S30_8_1
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_121314.jpg,49_R4S_427_J 154_9_1,49.0,427.0,J 154,9.0,1.0,2.0,7.5,5.5,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,4.75,5.5,False,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121314.jpg,True,49_R4S_427_J 154_9_1
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_121320.jpg,49_R4S_427_J 154_9_1,49.0,427.0,J 154,9.0,1.0,13.0,14.0,1.0,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,13.5,1.0,True,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121320.jpg,True,49_R4S_427_J 154_9_1
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_121327.jpg,49_R4S_427_J 154_9_1,49.0,427.0,J 154,9.0,1.0,9.0,10.5,1.5,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,9.75,1.5,True,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121327.jpg,True,49_R4S_427_J 154_9_1
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_121345.jpg,60_R4S_209_Falcon_10_1,60.0,209.0,Falcon,10.0,1.0,15.0,11.0,4.0,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,13.0,4.0,True,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121345.jpg,True,60_R4S_209_Falcon_10_1
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_121353.jpg,60_R4S_209_Falcon_10_1,60.0,209.0,Falcon,10.0,1.0,7.0,19.5,12.5,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,13.25,12.5,False,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121353.jpg,True,60_R4S_209_Falcon_10_1
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_121402.jpg,60_R4S_209_Falcon_10_1,60.0,209.0,Falcon,10.0,1.0,18.0,29.5,11.5,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,23.75,11.5,False,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121402.jpg,True,60_R4S_209_Falcon_10_1
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_121417.jpg,61_R4S_442_INL 2_11_1,61.0,442.0,INL 2,11.0,1.0,50.0,25.0,25.0,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,37.5,25.0,False,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121417.jpg,True,61_R4S_442_INL 2_11_1
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_121425.jpg,61_R4S_442_INL 2_11_1,61.0,442.0,INL 2,11.0,1.0,35.0,29.0,6.0,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,32.0,6.0,False,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121425.jpg,True,61_R4S_442_INL 2_11_1
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_121432.jpg,61_R4S_442_INL 2_11_1,61.0,442.0,INL 2,11.0,1.0,17.0,17.0,0.0,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,17.0,0.0,True,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121432.jpg,True,61_R4S_442_INL 2_11_1
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_121449.jpg,72_R4S_386_Major_12_1,72.0,386.0,Major,12.0,1.0,9.0,10.0,1.0,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,9.5,1.0,True,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121449.jpg,True,72_R4S_386_Major_12_1
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_121457.jpg,72_R4S_386_Major_12_1,72.0,386.0,Major,12.0,1.0,12.0,11.0,1.0,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,11.5,1.0,True,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121457.jpg,True,72_R4S_386_Major_12_1
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_121504.jpg,72_R4S_386_Major_12_1,72.0,386.0,Major,12.0,1.0,10.0,11.0,1.0,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,10.5,1.0,True,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121504.jpg,True,72_R4S_386_Major_12_1
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_121517.jpg,73_R4S_437_S2_13_1,73.0,437.0,S2,13.0,1.0,9.0,17.5,8.5,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,13.25,8.5,False,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121517.jpg,True,73_R4S_437_S2_13_1
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_121525.jpg,73_R4S_437_S2_13_1,73.0,437.0,S2,13.0,1.0,12.0,12.5,0.5,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,12.25,0.5,True,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121525.jpg,True,73_R4S_437_S2_13_1
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_121533.jpg,73_R4S_437_S2_13_1,73.0,437.0,S2,13.0,1.0,50.0,18.5,31.5,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,34.25,31.5,False,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121533.jpg,True,73_R4S_437_S2_13_1
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_121545.jpg,84_R4S_177_SLM 0512_14_1,84.0,177.0,SLM 0512,14.0,1.0,30.0,15.5,14.5,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,22.75,14.5,False,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121545.jpg,True,84_R4S_177_SLM 0512_14_1
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_121556.jpg,84_R4S_177_SLM 0512_14_1,84.0,177.0,SLM 0512,14.0,1.0,30.0,16.0,14.0,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,23.0,14.0,False,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121556.jpg,True,84_R4S_177_SLM 0512_14_1
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_121605.jpg,84_R4S_177_SLM 0512_14_1,84.0,177.0,SLM 0512,14.0,1.0,25.0,13.0,12.0,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,19.0,12.0,False,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121605.jpg,True,84_R4S_177_SLM 0512_14_1
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_121618.jpg,85_R4S_408_DH5 Oase x Nugget  PBZ061 von NPY_15_1,85.0,408.0,DH5 Oase x Nugget  PBZ061 von NPY,15.0,1.0,23.0,23.5,0.5,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,23.25,0.5,True,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121618.jpg,True,85_R4S_408_DH5 Oase x Nugget  PBZ061 von NPY_15_1
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_121624.jpg,85_R4S_408_DH5 Oase x Nugget  PBZ061 von NPY_15_1,85.0,408.0,DH5 Oase x Nugget  PBZ061 von NPY,15.0,1.0,10.0,9.5,0.5,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,9.75,0.5,True,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121624.jpg,True,85_R4S_408_DH5 Oase x Nugget  PBZ061 von NPY_15_1
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_121633.jpg,85_R4S_408_DH5 Oase x Nugget  PBZ061 von NPY_15_1,85.0,408.0,DH5 Oase x Nugget  PBZ061 von NPY,15.0,1.0,5.0,1.5,3.5,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,3.25,3.5,True,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121633.jpg,True,85_R4S_408_DH5 Oase x Nugget  PBZ061 von NPY_15_1
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_121647.jpg,96_R4S_389_Librador_16_1,96.0,389.0,Librador,16.0,1.0,1.0,1.0,0.0,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,1.0,0.0,True,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121647.jpg,True,96_R4S_389_Librador_16_1
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_121655.jpg,96_R4S_389_Librador_16_1,96.0,389.0,Librador,16.0,1.0,20.0,19.5,0.5,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,19.75,0.5,True,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121655.jpg,True,96_R4S_389_Librador_16_1
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_121704.jpg,96_R4S_389_Librador_16_1,96.0,389.0,Librador,16.0,1.0,2.0,2.0,0.0,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,2.0,0.0,True,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121704.jpg,True,96_R4S_389_Librador_16_1
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_121721.jpg,97_R4S_265_Pirola_17_1,97.0,265.0,Pirola,17.0,1.0,50.0,26.5,23.5,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,38.25,23.5,False,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121721.jpg,True,97_R4S_265_Pirola_17_1
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_121727.jpg,97_R4S_265_Pirola_17_1,97.0,265.0,Pirola,17.0,1.0,40.0,21.0,19.0,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,30.5,19.0,False,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121727.jpg,True,97_R4S_265_Pirola_17_1
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_121737.jpg,97_R4S_265_Pirola_17_1,97.0,265.0,Pirola,17.0,1.0,35.0,24.5,10.5,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,29.75,10.5,False,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121737.jpg,True,97_R4S_265_Pirola_17_1
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_121755.jpg,108_R4S_242_SWGospel_18_1,108.0,242.0,SWGospel,18.0,1.0,15.0,5.0,10.0,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,10.0,10.0,False,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121755.jpg,True,108_R4S_242_SWGospel_18_1
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_121804.jpg,108_R4S_242_SWGospel_18_1,108.0,242.0,SWGospel,18.0,1.0,15.0,10.5,4.5,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,12.75,4.5,True,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121804.jpg,True,108_R4S_242_SWGospel_18_1
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_121810.jpg,108_R4S_242_SWGospel_18_1,108.0,242.0,SWGospel,18.0,1.0,10.0,9.0,1.0,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,9.5,1.0,True,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121810.jpg,True,108_R4S_242_SWGospel_18_1
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_121827.jpg,109_R4S_187_AMBER X COMMANCHE DH LINE_19_1,109.0,187.0,AMBER X COMMANCHE DH LINE,19.0,1.0,1.0,2.5,1.5,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,1.75,1.5,True,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121827.jpg,True,109_R4S_187_AMBER X COMMANCHE DH LINE_19_1
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_121834.jpg,109_R4S_187_AMBER X COMMANCHE DH LINE_19_1,109.0,187.0,AMBER X COMMANCHE DH LINE,19.0,1.0,5.0,15.0,10.0,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,10.0,10.0,False,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121834.jpg,True,109_R4S_187_AMBER X COMMANCHE DH LINE_19_1
2025_10_21_RSFB-Phenotyping_GG1_JLU,20251021_121843.jpg,109_R4S_187_AMBER X COMMANCHE DH LINE_19_1,109.0,187.0,AMBER X COMMANCHE DH LINE,19.0,1.0,4.0,12.0,8.0,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,,8.0,8.0,False,,Unknown,../dataset/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121843.jpg,True,109_R4S_187_AMBER X COMMANCHE DH LINE_19_1
