filename,split,expert_score,score_bin,frame_confidence,region_count,leaf_area,hole_area,hole_count,pitting_area,pitting_count,damaged_area,damage_percentage,overlay_path,mask_path,review_status,leaf_mask_usable,holes_usable,pitting_usable,soil_false_damage,damage_percentage_believable,review_notes
20251021_123050.jpg,train,3.5,medium_3_8,0.8046803262625201,5,24683,0,0,0,0,0,0.0,outputs/direct_damage_audit/overlays/20251021_123050_damage.jpg,outputs/direct_damage_audit/masks/20251021_123050_damage_mask.png,partial,True,False,True,False,False,Leaf mask and pitting are acceptable; shot-hole detection is not reliable.
20251021_161047.jpg,train,4.25,medium_3_8,0.8139805056272156,2,9202,0,0,0,0,0,0.0,outputs/direct_damage_audit/overlays/20251021_161047_damage.jpg,outputs/direct_damage_audit/masks/20251021_161047_damage_mask.png,partial,True,False,True,False,False,Leaf mask and pitting are acceptable; shot-hole detection is not reliable.
20251021_125721.jpg,train,4.5,medium_3_8,0.8053943512219908,3,26238,0,0,21,1,21,0.0800365881545849,outputs/direct_damage_audit/overlays/20251021_125721_damage.jpg,outputs/direct_damage_audit/masks/20251021_125721_damage_mask.png,partial,True,False,True,False,False,Leaf mask and pitting are acceptable; shot-hole detection is not reliable.
20251021_125811.jpg,train,6.25,medium_3_8,0.8294444153938191,5,21944,0,0,0,0,0,0.0,outputs/direct_damage_audit/overlays/20251021_125811_damage.jpg,outputs/direct_damage_audit/masks/20251021_125811_damage_mask.png,partial,True,False,True,False,False,Leaf mask and pitting are acceptable; shot-hole detection is not reliable.
20251021_151409.jpg,train,7.25,medium_3_8,0.7748169350146769,7,27000,0,0,12,1,12,0.0444444444444444,outputs/direct_damage_audit/overlays/20251021_151409_damage.jpg,outputs/direct_damage_audit/masks/20251021_151409_damage_mask.png,partial,True,False,True,False,False,Leaf mask and pitting are acceptable; shot-hole detection is not reliable.
20251021_122227.jpg,val,4.0,medium_3_8,0.8184429906868761,6,22208,0,0,0,0,0,0.0,outputs/direct_damage_audit/overlays/20251021_122227_damage.jpg,outputs/direct_damage_audit/masks/20251021_122227_damage_mask.png,partial,True,False,True,False,False,Leaf mask and pitting are acceptable; shot-hole detection is not reliable.
20251021_155923.jpg,val,4.5,medium_3_8,0.822938538332259,4,16955,0,0,96,2,96,0.5662046593925096,outputs/direct_damage_audit/overlays/20251021_155923_damage.jpg,outputs/direct_damage_audit/masks/20251021_155923_damage_mask.png,partial,True,False,True,False,False,Leaf mask and pitting are acceptable; shot-hole detection is not reliable.
20251021_160221.jpg,val,5.5,medium_3_8,0.8190809158444755,6,28058,0,0,282,10,282,1.005060945184974,outputs/direct_damage_audit/overlays/20251021_160221_damage.jpg,outputs/direct_damage_audit/masks/20251021_160221_damage_mask.png,partial,True,False,True,False,False,Leaf mask and pitting are acceptable; shot-hole detection is not reliable.
20251021_161143.jpg,val,7.25,medium_3_8,0.8034271478173998,8,26188,0,0,68,1,68,0.2596609133954483,outputs/direct_damage_audit/overlays/20251021_161143_damage.jpg,outputs/direct_damage_audit/masks/20251021_161143_damage_mask.png,partial,True,False,True,False,False,Leaf mask and pitting are acceptable; shot-hole detection is not reliable.
20251021_122655.jpg,val,7.5,medium_3_8,0.8025856934692822,5,18979,29,1,38,2,67,0.3530217608936192,outputs/direct_damage_audit/overlays/20251021_122655_damage.jpg,outputs/direct_damage_audit/masks/20251021_122655_damage_mask.png,partial,True,False,True,False,False,Leaf mask and pitting are acceptable; shot-hole detection is not reliable.
20251021_121327.jpg,train,9.75,high_8_15,0.8069798176434362,7,10195,0,0,45,2,45,0.4413928396272683,outputs/direct_damage_audit/overlays/20251021_121327_damage.jpg,outputs/direct_damage_audit/masks/20251021_121327_damage_mask.png,partial,True,False,True,False,False,Leaf mask and pitting are acceptable; shot-hole detection is not reliable.
20251021_122353.jpg,train,10.5,high_8_15,0.8035657265808877,12,37350,0,0,105,2,105,0.2811244979919678,outputs/direct_damage_audit/overlays/20251021_122353_damage.jpg,outputs/direct_damage_audit/masks/20251021_122353_damage_mask.png,partial,True,False,True,False,False,Leaf mask and pitting are acceptable; shot-hole detection is not reliable.
20251021_154210.jpg,train,11.5,high_8_15,0.8024145457603907,5,27449,0,0,489,9,489,1.7814856643229262,outputs/direct_damage_audit/overlays/20251021_154210_damage.jpg,outputs/direct_damage_audit/masks/20251021_154210_damage_mask.png,partial,True,False,True,False,False,Leaf mask and pitting are acceptable; shot-hole detection is not reliable.
20251021_122628.jpg,train,13.75,high_8_15,0.8095467817112273,10,26042,0,0,0,0,0,0.0,outputs/direct_damage_audit/overlays/20251021_122628_damage.jpg,outputs/direct_damage_audit/masks/20251021_122628_damage_mask.png,partial,True,False,True,False,False,Leaf mask and pitting are acceptable; shot-hole detection is not reliable.
20251021_122502.jpg,train,15.0,high_8_15,0.8087911989780839,8,52281,0,0,238,4,238,0.4552323023660603,outputs/direct_damage_audit/overlays/20251021_122502_damage.jpg,outputs/direct_damage_audit/masks/20251021_122502_damage_mask.png,partial,True,False,True,False,False,Leaf mask and pitting are acceptable; shot-hole detection is not reliable.
20251021_130115.jpg,val,8.5,high_8_15,0.8131717727509528,6,15857,0,0,32,1,32,0.2018036198524311,outputs/direct_damage_audit/overlays/20251021_130115_damage.jpg,outputs/direct_damage_audit/masks/20251021_130115_damage_mask.png,partial,True,False,True,False,False,Leaf mask and pitting are acceptable; shot-hole detection is not reliable.
20251021_130752.jpg,val,8.5,high_8_15,0.8281904168370896,7,21881,13,1,0,0,13,0.0594122754901512,outputs/direct_damage_audit/overlays/20251021_130752_damage.jpg,outputs/direct_damage_audit/masks/20251021_130752_damage_mask.png,partial,True,False,True,False,False,Leaf mask and pitting are acceptable; shot-hole detection is not reliable.
20251021_160621.jpg,val,9.0,high_8_15,0.8152065502844345,6,55169,0,0,136,7,136,0.2465152531312875,outputs/direct_damage_audit/overlays/20251021_160621_damage.jpg,outputs/direct_damage_audit/masks/20251021_160621_damage_mask.png,partial,True,False,True,False,False,Leaf mask and pitting are acceptable; shot-hole detection is not reliable.
20251021_125949.jpg,val,10.0,high_8_15,0.8394297193531607,5,25699,0,0,67,3,67,0.2607105334837931,outputs/direct_damage_audit/overlays/20251021_125949_damage.jpg,outputs/direct_damage_audit/masks/20251021_125949_damage_mask.png,partial,True,False,True,False,False,Leaf mask and pitting are acceptable; shot-hole detection is not reliable.
20251021_162646.jpg,val,13.5,high_8_15,0.8125539393304022,6,20582,14,1,304,5,318,1.545039354776018,outputs/direct_damage_audit/overlays/20251021_162646_damage.jpg,outputs/direct_damage_audit/masks/20251021_162646_damage_mask.png,partial,True,False,True,False,False,Leaf mask and pitting are acceptable; shot-hole detection is not reliable.
20251021_131347.jpg,train,15.25,very_high_15_plus,0.836371502840573,8,35990,0,0,425,12,425,1.180883578771881,outputs/direct_damage_audit/overlays/20251021_131347_damage.jpg,outputs/direct_damage_audit/masks/20251021_131347_damage_mask.png,partial,True,False,True,False,False,Leaf mask and pitting are acceptable; shot-hole detection is not reliable.
20251021_125309.jpg,train,16.0,very_high_15_plus,0.806968307047471,10,35252,14,1,131,6,145,0.4113241801883581,outputs/direct_damage_audit/overlays/20251021_125309_damage.jpg,outputs/direct_damage_audit/masks/20251021_125309_damage_mask.png,partial,True,False,True,False,False,Leaf mask and pitting are acceptable; shot-hole detection is not reliable.
20251021_151843.jpg,train,28.0,very_high_15_plus,0.7736354930261107,6,25538,0,0,289,8,289,1.131646957475135,outputs/direct_damage_audit/overlays/20251021_151843_damage.jpg,outputs/direct_damage_audit/masks/20251021_151843_damage_mask.png,partial,True,False,True,False,False,Leaf mask and pitting are acceptable; shot-hole detection is not reliable.
20251021_122445.jpg,train,28.75,very_high_15_plus,0.8082868797979836,7,28958,12,1,65,3,77,0.2659023413219145,outputs/direct_damage_audit/overlays/20251021_122445_damage.jpg,outputs/direct_damage_audit/masks/20251021_122445_damage_mask.png,partial,True,False,True,False,False,Leaf mask and pitting are acceptable; shot-hole detection is not reliable.
20251021_121858.jpg,train,44.0,very_high_15_plus,0.8111130207359123,6,8440,0,0,170,2,170,2.014218009478673,outputs/direct_damage_audit/overlays/20251021_121858_damage.jpg,outputs/direct_damage_audit/masks/20251021_121858_damage_mask.png,partial,True,False,True,False,False,Leaf mask and pitting are acceptable; shot-hole detection is not reliable.
20251021_161705.jpg,val,17.0,very_high_15_plus,0.8040681670446882,5,23345,131,3,249,8,380,1.6277575497965302,outputs/direct_damage_audit/overlays/20251021_161705_damage.jpg,outputs/direct_damage_audit/masks/20251021_161705_damage_mask.png,partial,True,False,True,False,False,Leaf mask and pitting are acceptable; shot-hole detection is not reliable.
20251021_162630.jpg,val,17.25,very_high_15_plus,0.824860866256739,4,21573,0,0,155,3,155,0.7184907059750614,outputs/direct_damage_audit/overlays/20251021_162630_damage.jpg,outputs/direct_damage_audit/masks/20251021_162630_damage_mask.png,partial,True,False,True,False,False,Leaf mask and pitting are acceptable; shot-hole detection is not reliable.
20251021_121034.jpg,val,17.5,very_high_15_plus,0.826199819016995,6,15559,0,0,846,10,846,5.437367440066843,outputs/direct_damage_audit/overlays/20251021_121034_damage.jpg,outputs/direct_damage_audit/masks/20251021_121034_damage_mask.png,partial,True,False,True,False,False,Leaf mask and pitting are acceptable; shot-hole detection is not reliable.
20251021_120939.jpg,val,20.25,very_high_15_plus,0.8135268840377813,5,11848,45,2,41,3,86,0.7258609047940581,outputs/direct_damage_audit/overlays/20251021_120939_damage.jpg,outputs/direct_damage_audit/masks/20251021_120939_damage_mask.png,partial,True,False,True,False,False,Leaf mask and pitting are acceptable; shot-hole detection is not reliable.
20251021_121047.jpg,val,20.25,very_high_15_plus,0.8067499279286071,8,18400,0,0,0,0,0,0.0,outputs/direct_damage_audit/overlays/20251021_121047_damage.jpg,outputs/direct_damage_audit/masks/20251021_121047_damage_mask.png,partial,True,False,True,False,False,Leaf mask and pitting are acceptable; shot-hole detection is not reliable.
