filename,split,mean_score,score_bin,frame_status,frame_confidence,region_count,plant_pixels,weight_sum,regions_json,mask_path,overlay_path,review_status,missed_plant,false_region,split_or_merged_plant,damaged_tissue_missing,area_weight_usable,review_notes
20251021_151540.jpg,train,3.75,medium_3_8,detected,0.7923335876562003,6,19997,1.0,"[{""region_id"": 1, ""mask_pixels"": 8581, ""weight"": 0.4291143671550733, ""patch_box"": [241, 416, 495, 628]}, {""region_id"": 2, ""mask_pixels"": 4266, ""weight"": 0.21333199979997, ""patch_box"": [770, 437, 945, 629]}, {""region_id"": 3, ""mask_pixels"": 3692, ""weight"": 0.1846276941541231, ""patch_box"": [897, 463, 1095, 615]}, {""region_id"": 4, ""mask_pixels"": 440, ""weight"": 0.022003300495074263, ""patch_box"": [0, 820, 70, 938]}, {""region_id"": 5, ""mask_pixels"": 582, ""weight"": 0.029104365654848228, ""patch_box"": [1030, 985, 1148, 1150]}, {""region_id"": 6, ""mask_pixels"": 2436, ""weight"": 0.12181827274091114, ""patch_box"": [642, 1088, 823, 1281]}]",outputs/plant_weight_audit/masks/20251021_151540_mask.png,outputs/plant_weight_audit/overlays/20251021_151540_weights.jpg,pass,False,False,False,False,True,Manual visual review approved the plant masks and area weights.
20251021_160240.jpg,train,3.75,medium_3_8,detected,0.8083249829369237,5,24299,1.0,"[{""region_id"": 1, ""mask_pixels"": 274, ""weight"": 0.011276184205111322, ""patch_box"": [0, 68, 89, 213]}, {""region_id"": 2, ""mask_pixels"": 9260, ""weight"": 0.38108564138441914, ""patch_box"": [190, 437, 426, 683]}, {""region_id"": 3, ""mask_pixels"": 7294, ""weight"": 0.30017696201489774, ""patch_box"": [972, 989, 1145, 1239]}, {""region_id"": 4, ""mask_pixels"": 623, ""weight"": 0.02563891518169472, ""patch_box"": [1230, 1028, 1355, 1159]}, {""region_id"": 5, ""mask_pixels"": 6848, ""weight"": 0.28182229721387714, ""patch_box"": [147, 1122, 406, 1328]}]",outputs/plant_weight_audit/masks/20251021_160240_mask.png,outputs/plant_weight_audit/overlays/20251021_160240_weights.jpg,pass,False,False,False,False,True,Manual visual review approved the plant masks and area weights.
20251021_155340.jpg,train,4.0,medium_3_8,detected,0.8030809843772625,4,21524,1.0,"[{""region_id"": 1, ""mask_pixels"": 2289, ""weight"": 0.10634640401412376, ""patch_box"": [757, 77, 953, 222]}, {""region_id"": 2, ""mask_pixels"": 5044, ""weight"": 0.2343430589109831, ""patch_box"": [120, 87, 296, 317]}, {""region_id"": 3, ""mask_pixels"": 9512, ""weight"": 0.4419252926965248, ""patch_box"": [786, 702, 1057, 988]}, {""region_id"": 4, ""mask_pixels"": 4679, ""weight"": 0.21738524437836834, ""patch_box"": [377, 767, 592, 955]}]",outputs/plant_weight_audit/masks/20251021_155340_mask.png,outputs/plant_weight_audit/overlays/20251021_155340_weights.jpg,pass,False,False,False,False,True,Manual visual review approved the plant masks and area weights.
20251021_124201.jpg,train,4.5,medium_3_8,detected,0.808413855146718,8,53244,1.0,"[{""region_id"": 1, ""mask_pixels"": 9936, ""weight"": 0.18661257606490872, ""patch_box"": [388, 161, 631, 417]}, {""region_id"": 2, ""mask_pixels"": 7839, ""weight"": 0.14722785665990534, ""patch_box"": [1101, 166, 1357, 348]}, {""region_id"": 3, ""mask_pixels"": 7899, ""weight"": 0.1483547441965292, ""patch_box"": [207, 198, 442, 448]}, {""region_id"": 4, ""mask_pixels"": 6746, ""weight"": 0.12669972203440763, ""patch_box"": [556, 232, 805, 423]}, {""region_id"": 5, ""mask_pixels"": 4831, ""weight"": 0.09073322815716325, ""patch_box"": [807, 243, 1028, 401]}, {""region_id"": 6, ""mask_pixels"": 6943, ""weight"": 0.13039966944632259, ""patch_box"": [590, 854, 806, 1114]}, {""region_id"": 7, ""mask_pixels"": 470, ""weight"": 0.008827285703553452, ""patch_box"": [279, 861, 410, 986]}, {""region_id"": 8, ""mask_pixels"": 8580, ""weight"": 0.16114491773720982, ""patch_box"": [176, 940, 403, 1200]}]",outputs/plant_weight_audit/masks/20251021_124201_mask.png,outputs/plant_weight_audit/overlays/20251021_124201_weights.jpg,pass,False,False,False,False,True,Manual visual review approved the plant masks and area weights.
20251021_162506.jpg,train,5.0,medium_3_8,detected,0.8588891572140714,5,35708,1.0,"[{""region_id"": 1, ""mask_pixels"": 9842, ""weight"": 0.2756245099137448, ""patch_box"": [358, 479, 717, 697]}, {""region_id"": 2, ""mask_pixels"": 4275, ""weight"": 0.11972107090847989, ""patch_box"": [822, 502, 993, 737]}, {""region_id"": 3, ""mask_pixels"": 6594, ""weight"": 0.18466450095216758, ""patch_box"": [888, 1105, 1089, 1359]}, {""region_id"": 4, ""mask_pixels"": 11625, ""weight"": 0.3255572980844629, ""patch_box"": [423, 1107, 691, 1410]}, {""region_id"": 5, ""mask_pixels"": 3372, ""weight"": 0.09443262014114484, ""patch_box"": [0, 1246, 148, 1444]}]",outputs/plant_weight_audit/masks/20251021_162506_mask.png,outputs/plant_weight_audit/overlays/20251021_162506_weights.jpg,pass,False,False,False,False,True,Manual visual review approved the plant masks and area weights.
20251021_160133.jpg,val,4.0,medium_3_8,detected,0.8135315399735953,5,21173,1.0,"[{""region_id"": 1, ""mask_pixels"": 796, ""weight"": 0.03759505029991026, ""patch_box"": [0, 381, 68, 542]}, {""region_id"": 2, ""mask_pixels"": 1612, ""weight"": 0.07613469985358712, ""patch_box"": [200, 394, 365, 527]}, {""region_id"": 3, ""mask_pixels"": 7756, ""weight"": 0.3663155906106834, ""patch_box"": [926, 407, 1156, 635]}, {""region_id"": 4, ""mask_pixels"": 7126, ""weight"": 0.33656071411703586, ""patch_box"": [358, 420, 618, 622]}, {""region_id"": 5, ""mask_pixels"": 3883, ""weight"": 0.18339394511878335, ""patch_box"": [899, 994, 1089, 1167]}]",outputs/plant_weight_audit/masks/20251021_160133_mask.png,outputs/plant_weight_audit/overlays/20251021_160133_weights.jpg,pass,False,False,False,False,True,Manual visual review approved the plant masks and area weights.
20251021_130029.jpg,val,4.5,medium_3_8,detected,0.8177813781831301,4,18529,1.0,"[{""region_id"": 1, ""mask_pixels"": 4077, ""weight"": 0.22003346106103946, ""patch_box"": [252, 276, 449, 460]}, {""region_id"": 2, ""mask_pixels"": 4950, ""weight"": 0.267148793782719, ""patch_box"": [385, 312, 553, 524]}, {""region_id"": 3, ""mask_pixels"": 9239, ""weight"": 0.4986237789411193, ""patch_box"": [421, 949, 688, 1170]}, {""region_id"": 4, ""mask_pixels"": 263, ""weight"": 0.01419396621512224, ""patch_box"": [1077, 987, 1193, 1104]}]",outputs/plant_weight_audit/masks/20251021_130029_mask.png,outputs/plant_weight_audit/overlays/20251021_130029_weights.jpg,pass,False,False,False,False,True,Manual visual review approved the plant masks and area weights.
20251021_155930.jpg,val,4.75,medium_3_8,detected,0.8114417686958845,11,56045,1.0,"[{""region_id"": 1, ""mask_pixels"": 10303, ""weight"": 0.18383441877063075, ""patch_box"": [1024, 41, 1253, 321]}, {""region_id"": 2, ""mask_pixels"": 2883, ""weight"": 0.05144080649478098, ""patch_box"": [1324, 126, 1422, 334]}, {""region_id"": 3, ""mask_pixels"": 11508, ""weight"": 0.20533499866178964, ""patch_box"": [139, 146, 402, 380]}, {""region_id"": 4, ""mask_pixels"": 7520, ""weight"": 0.13417789276474262, ""patch_box"": [427, 147, 614, 401]}, {""region_id"": 5, ""mask_pixels"": 10376, ""weight"": 0.18513694352752252, ""patch_box"": [1095, 782, 1392, 988]}, {""region_id"": 6, ""mask_pixels"": 6110, ""weight"": 0.10901953787135338, ""patch_box"": [711, 789, 921, 1012]}, {""region_id"": 7, ""mask_pixels"": 326, ""weight"": 0.0058167543937907035, ""patch_box"": [1346, 805, 1422, 933]}, {""region_id"": 8, ""mask_pixels"": 2616, ""weight"": 0.04667677758943706, ""patch_box"": [446, 906, 629, 1058]}, {""region_id"": 9, ""mask_pixels"": 1982, ""weight"": 0.035364439289856366, ""patch_box"": [564, 907, 734, 1058]}, {""region_id"": 10, ""mask_pixels"": 2164, ""weight"": 0.03861182977964136, ""patch_box"": [312, 911, 454, 1080]}, {""region_id"": 11, ""mask_pixels"": 257, ""weight"": 0.004585600856454635, ""patch_box"": [0, 954, 61, 1080]}]",outputs/plant_weight_audit/masks/20251021_155930_mask.png,outputs/plant_weight_audit/overlays/20251021_155930_weights.jpg,pass,False,False,False,False,True,Manual visual review approved the plant masks and area weights.
20251021_152415.jpg,val,5.0,medium_3_8,detected,0.7954008574246018,3,16636,1.0,"[{""region_id"": 1, ""mask_pixels"": 4665, ""weight"": 0.2804159653762924, ""patch_box"": [226, 410, 397, 628]}, {""region_id"": 2, ""mask_pixels"": 9346, ""weight"": 0.5617937004087521, ""patch_box"": [437, 427, 710, 676]}, {""region_id"": 3, ""mask_pixels"": 2625, ""weight"": 0.15779033421495553, ""patch_box"": [989, 1026, 1181, 1199]}]",outputs/plant_weight_audit/masks/20251021_152415_mask.png,outputs/plant_weight_audit/overlays/20251021_152415_weights.jpg,pass,False,False,False,False,True,Manual visual review approved the plant masks and area weights.
20251021_161143.jpg,val,7.25,medium_3_8,detected,0.8034271478173998,8,26755,1.0,"[{""region_id"": 1, ""mask_pixels"": 3510, ""weight"": 0.13119043169501027, ""patch_box"": [858, 112, 1028, 318]}, {""region_id"": 2, ""mask_pixels"": 2761, ""weight"": 0.10319566436180153, ""patch_box"": [592, 126, 756, 315]}, {""region_id"": 3, ""mask_pixels"": 5142, ""weight"": 0.19218837600448516, ""patch_box"": [373, 815, 590, 1011]}, {""region_id"": 4, ""mask_pixels"": 3307, ""weight"": 0.12360306484769203, ""patch_box"": [556, 823, 747, 1008]}, {""region_id"": 5, ""mask_pixels"": 2724, ""weight"": 0.10181274528125583, ""patch_box"": [1017, 848, 1180, 1012]}, {""region_id"": 6, ""mask_pixels"": 3661, ""weight"": 0.13683423659129135, ""patch_box"": [1291, 865, 1420, 1036]}, {""region_id"": 7, ""mask_pixels"": 3395, ""weight"": 0.1268921696879088, ""patch_box"": [0, 870, 157, 1098]}, {""region_id"": 8, ""mask_pixels"": 2255, ""weight"": 0.08428331153055503, ""patch_box"": [1083, 909, 1240, 1062]}]",outputs/plant_weight_audit/masks/20251021_161143_mask.png,outputs/plant_weight_audit/overlays/20251021_161143_weights.jpg,pass,False,False,False,False,True,Manual visual review approved the plant masks and area weights.
20251021_124506.jpg,train,9.0,high_8_15,detected,0.8249294021862142,8,34117,1.0,"[{""region_id"": 1, ""mask_pixels"": 1822, ""weight"": 0.05340446111909019, ""patch_box"": [990, 200, 1131, 352]}, {""region_id"": 2, ""mask_pixels"": 2112, ""weight"": 0.06190462232904417, ""patch_box"": [832, 212, 977, 363]}, {""region_id"": 3, ""mask_pixels"": 4616, ""weight"": 0.13529911774188821, ""patch_box"": [420, 232, 644, 402]}, {""region_id"": 4, ""mask_pixels"": 1810, ""weight"": 0.05305273031040244, ""patch_box"": [760, 234, 901, 383]}, {""region_id"": 5, ""mask_pixels"": 3166, ""weight"": 0.0927983116921183, ""patch_box"": [625, 251, 824, 408]}, {""region_id"": 6, ""mask_pixels"": 11580, ""weight"": 0.3394202303836797, ""patch_box"": [145, 818, 464, 1061]}, {""region_id"": 7, ""mask_pixels"": 2753, ""weight"": 0.08069290969311486, ""patch_box"": [618, 822, 780, 1017]}, {""region_id"": 8, ""mask_pixels"": 6258, ""weight"": 0.18342761673066213, ""patch_box"": [1092, 860, 1354, 1052]}]",outputs/plant_weight_audit/masks/20251021_124506_mask.png,outputs/plant_weight_audit/overlays/20251021_124506_weights.jpg,pass,False,False,False,False,True,Manual visual review approved the plant masks and area weights.
20251021_125523.jpg,train,9.0,high_8_15,detected,0.8025684060484576,8,44642,1.0,"[{""region_id"": 1, ""mask_pixels"": 4954, ""weight"": 0.11097173065722862, ""patch_box"": [389, 207, 555, 430]}, {""region_id"": 2, ""mask_pixels"": 9356, ""weight"": 0.209578423905739, ""patch_box"": [963, 208, 1256, 469]}, {""region_id"": 3, ""mask_pixels"": 6491, ""weight"": 0.14540119170288068, ""patch_box"": [403, 911, 660, 1171]}, {""region_id"": 4, ""mask_pixels"": 11816, ""weight"": 0.2646834819228529, ""patch_box"": [877, 923, 1181, 1237]}, {""region_id"": 5, ""mask_pixels"": 5748, ""weight"": 0.12875767214730524, ""patch_box"": [730, 934, 940, 1139]}, {""region_id"": 6, ""mask_pixels"": 3235, ""weight"": 0.07246539133551365, ""patch_box"": [258, 938, 412, 1144]}, {""region_id"": 7, ""mask_pixels"": 2673, ""weight"": 0.05987634962591282, ""patch_box"": [817, 1048, 973, 1210]}, {""region_id"": 8, ""mask_pixels"": 369, ""weight"": 0.00826575870256709, ""patch_box"": [459, 1103, 594, 1230]}]",outputs/plant_weight_audit/masks/20251021_125523_mask.png,outputs/plant_weight_audit/overlays/20251021_125523_weights.jpg,pass,False,False,False,False,True,Manual visual review approved the plant masks and area weights.
20251021_155556.jpg,train,9.0,high_8_15,detected,0.8162619988361105,6,18885,1.0,"[{""region_id"": 1, ""mask_pixels"": 448, ""weight"": 0.02372253110934604, ""patch_box"": [1027, 109, 1147, 233]}, {""region_id"": 2, ""mask_pixels"": 5261, ""weight"": 0.2785808842997088, ""patch_box"": [854, 204, 1087, 418]}, {""region_id"": 3, ""mask_pixels"": 1712, ""weight"": 0.0906539581678581, ""patch_box"": [88, 233, 230, 404]}, {""region_id"": 4, ""mask_pixels"": 5048, ""weight"": 0.26730209160709556, ""patch_box"": [760, 847, 957, 1074]}, {""region_id"": 5, ""mask_pixels"": 4523, ""weight"": 0.23950225046333068, ""patch_box"": [493, 882, 702, 1101]}, {""region_id"": 6, ""mask_pixels"": 1893, ""weight"": 0.10023828435266084, ""patch_box"": [250, 890, 420, 1039]}]",outputs/plant_weight_audit/masks/20251021_155556_mask.png,outputs/plant_weight_audit/overlays/20251021_155556_weights.jpg,pass,False,False,False,False,True,Manual visual review approved the plant masks and area weights.
20251021_122353.jpg,train,10.5,high_8_15,detected,0.8035657265808877,12,39301,1.0,"[{""region_id"": 1, ""mask_pixels"": 2706, ""weight"": 0.06885320984198876, ""patch_box"": [847, 405, 1025, 581]}, {""region_id"": 2, ""mask_pixels"": 3066, ""weight"": 0.07801328210478105, ""patch_box"": [1053, 410, 1217, 598]}, {""region_id"": 3, ""mask_pixels"": 2601, ""weight"": 0.06618152209867434, ""patch_box"": [1150, 422, 1301, 595]}, {""region_id"": 4, ""mask_pixels"": 2752, ""weight"": 0.07002366352001221, ""patch_box"": [764, 436, 923, 608]}, {""region_id"": 5, ""mask_pixels"": 8911, ""weight"": 0.22673723314928373, ""patch_box"": [409, 452, 830, 659]}, {""region_id"": 6, ""mask_pixels"": 6657, ""weight"": 0.1693850029261342, ""patch_box"": [0, 471, 248, 684]}, {""region_id"": 7, ""mask_pixels"": 862, ""weight"": 0.021933284140352664, ""patch_box"": [0, 541, 110, 670]}, {""region_id"": 8, ""mask_pixels"": 1718, ""weight"": 0.043713900409658786, ""patch_box"": [1291, 1096, 1396, 1243]}, {""region_id"": 10, ""mask_pixels"": 2463, ""weight"": 0.06267016106460395, ""patch_box"": [771, 1145, 947, 1313]}, {""region_id"": 9, ""mask_pixels"": 3363, ""weight"": 0.08557034172158469, ""patch_box"": [0, 1146, 110, 1339]}, {""region_id"": 11, ""mask_pixels"": 991, ""weight"": 0.025215643367853237, ""patch_box"": [448, 1216, 593, 1356]}, {""region_id"": 12, ""mask_pixels"": 3211, ""weight"": 0.08170275565507239, ""patch_box"": [76, 1218, 259, 1375]}]",outputs/plant_weight_audit/masks/20251021_122353_mask.png,outputs/plant_weight_audit/overlays/20251021_122353_weights.jpg,pass,False,False,False,False,True,Manual visual review approved the plant masks and area weights.
20251021_123858.jpg,train,13.5,high_8_15,detected,0.8223121108667674,6,40116,0.9999999999999999,"[{""region_id"": 1, ""mask_pixels"": 3088, ""weight"": 0.07697676737461362, ""patch_box"": [870, 281, 1063, 454]}, {""region_id"": 2, ""mask_pixels"": 6685, ""weight"": 0.16664173895702464, ""patch_box"": [7, 294, 179, 537]}, {""region_id"": 3, ""mask_pixels"": 4818, ""weight"": 0.12010170505533951, ""patch_box"": [390, 321, 610, 491]}, {""region_id"": 4, ""mask_pixels"": 7533, ""weight"": 0.18778043673347292, ""patch_box"": [261, 334, 470, 565]}, {""region_id"": 5, ""mask_pixels"": 13849, ""weight"": 0.3452238508325855, ""patch_box"": [1154, 764, 1396, 1055]}, {""region_id"": 6, ""mask_pixels"": 4143, ""weight"": 0.1032755010469638, ""patch_box"": [667, 894, 867, 1091]}]",outputs/plant_weight_audit/masks/20251021_123858_mask.png,outputs/plant_weight_audit/overlays/20251021_123858_weights.jpg,pass,False,False,False,False,True,Manual visual review approved the plant masks and area weights.
20251021_130115.jpg,val,8.5,high_8_15,detected,0.8131717727509528,6,16500,1.0,"[{""region_id"": 1, ""mask_pixels"": 3539, ""weight"": 0.21448484848484847, ""patch_box"": [417, 210, 604, 375]}, {""region_id"": 2, ""mask_pixels"": 5121, ""weight"": 0.31036363636363634, ""patch_box"": [1038, 257, 1260, 472]}, {""region_id"": 3, ""mask_pixels"": 2226, ""weight"": 0.13490909090909092, ""patch_box"": [732, 982, 876, 1172]}, {""region_id"": 4, ""mask_pixels"": 2274, ""weight"": 0.1378181818181818, ""patch_box"": [309, 1048, 487, 1227]}, {""region_id"": 5, ""mask_pixels"": 3048, ""weight"": 0.18472727272727274, ""patch_box"": [444, 1081, 659, 1248]}, {""region_id"": 6, ""mask_pixels"": 292, ""weight"": 0.017696969696969697, ""patch_box"": [476, 1171, 615, 1307]}]",outputs/plant_weight_audit/masks/20251021_130115_mask.png,outputs/plant_weight_audit/overlays/20251021_130115_weights.jpg,pass,False,False,False,False,True,Manual visual review approved the plant masks and area weights.
